"run","tick","Wolf Count","Sheep Count"
1,1.0,864,1295
1,2.0,917,1356
1,3.0,987,1443
1,4.0,1045,1504
1,5.0,1148,1537
1,6.0,1298,1551
1,7.0,1434,1537
1,8.0,1560,1528
1,9.0,1692,1505
1,10.0,1872,1501
1,11.0,2062,1488
1,12.0,2267,1477
1,13.0,2476,1462
1,14.0,2723,1483
1,15.0,2983,1485
1,16.0,3224,1521
1,17.0,3529,1558
1,18.0,3797,1611
1,19.0,4055,1665
1,20.0,4300,1762
1,21.0,4485,1877
1,22.0,4706,1974
1,23.0,4819,2091
1,24.0,4831,2240
1,25.0,4700,2379
1,26.0,4522,2571
1,27.0,4241,2756
1,28.0,3836,2942
1,29.0,3433,3164
1,30.0,3018,3356
1,31.0,2686,3553
1,32.0,2290,3804
1,33.0,1979,4045
1,34.0,1675,4251
1,35.0,1446,4403
1,36.0,1247,4553
1,37.0,1070,4702
1,38.0,902,4844
1,39.0,775,4896
1,40.0,676,5004
1,41.0,584,4987
1,42.0,533,4918
1,43.0,506,4872
1,44.0,503,4755
1,45.0,477,4573
1,46.0,457,4414
1,47.0,455,4157
1,48.0,453,3975
1,49.0,446,3687
1,50.0,444,3522
1,51.0,466,3210
1,52.0,477,2979
1,53.0,488,2727
1,54.0,524,2485
1,55.0,555,2268
1,56.0,617,2133
1,57.0,647,2034
1,58.0,714,1902
1,59.0,803,1743
1,60.0,900,1639
1,61.0,1017,1536
1,62.0,1121,1384
1,63.0,1244,1283
1,64.0,1380,1189
1,65.0,1532,1155
1,66.0,1712,1105
1,67.0,1955,1084
1,68.0,2214,1072
1,69.0,2524,1069
1,70.0,2841,1100
1,71.0,3175,1125
1,72.0,3462,1159
1,73.0,3818,1200
1,74.0,4089,1227
1,75.0,4276,1290
1,76.0,4496,1349
1,77.0,4654,1420
1,78.0,4675,1504
1,79.0,4500,1604
1,80.0,4360,1712
1,81.0,4160,1843
1,82.0,3857,1969
1,83.0,3512,2100
1,84.0,3196,2241
1,85.0,2807,2387
1,86.0,2537,2497
1,87.0,2283,2619
1,88.0,2040,2725
1,89.0,1834,2887
1,90.0,1720,2978
1,91.0,1610,3074
1,92.0,1503,3197
1,93.0,1416,3288
1,94.0,1344,3338
1,95.0,1294,3406
1,96.0,1214,3472
1,97.0,1177,3459
1,98.0,1186,3503
1,99.0,1197,3513
1,100.0,1184,3472
1,101.0,1213,3428
1,102.0,1185,3340
1,103.0,1190,3293
1,104.0,1183,3264
1,105.0,1178,3203
1,106.0,1201,3173
1,107.0,1213,3165
1,108.0,1263,3105
1,109.0,1298,3050
1,110.0,1326,2994
1,111.0,1379,2931
1,112.0,1436,2901
1,113.0,1510,2791
1,114.0,1571,2692
1,115.0,1616,2665
1,116.0,1638,2637
1,117.0,1664,2646
1,118.0,1712,2606
1,119.0,1747,2586
1,120.0,1766,2582
1,121.0,1835,2566
1,122.0,1863,2545
1,123.0,1910,2533
1,124.0,1963,2556
1,125.0,1986,2633
1,126.0,1996,2692
1,127.0,1980,2736
1,128.0,2013,2746
1,129.0,2007,2784
1,130.0,1978,2797
1,131.0,1966,2820
1,132.0,1945,2866
1,133.0,1923,2905
1,134.0,1889,2961
1,135.0,1851,3017
1,136.0,1815,3043
1,137.0,1776,3113
1,138.0,1720,3148
1,139.0,1683,3219
1,140.0,1640,3226
1,141.0,1596,3258
1,142.0,1541,3249
1,143.0,1482,3324
1,144.0,1460,3312
1,145.0,1410,3277
1,146.0,1390,3247
1,147.0,1322,3224
1,148.0,1304,3224
1,149.0,1299,3166
1,150.0,1287,3129
1,151.0,1270,3139
1,152.0,1278,3091
1,153.0,1296,3030
1,154.0,1338,3011
1,155.0,1354,2964
1,156.0,1358,2947
1,157.0,1363,2956
1,158.0,1343,2867
1,159.0,1360,2821
1,160.0,1413,2781
1,161.0,1463,2745
1,162.0,1491,2722
1,163.0,1543,2749
1,164.0,1594,2704
1,165.0,1641,2663
1,166.0,1710,2659
1,167.0,1731,2645
1,168.0,1757,2615
1,169.0,1824,2606
1,170.0,1874,2614
1,171.0,1920,2618
1,172.0,1924,2655
1,173.0,1933,2686
1,174.0,1931,2700
1,175.0,1942,2685
1,176.0,1993,2780
1,177.0,2004,2823
1,178.0,2007,2843
1,179.0,1963,2850
1,180.0,1973,2886
1,181.0,1993,2940
1,182.0,1945,3021
1,183.0,1903,3103
1,184.0,1810,3130
1,185.0,1748,3180
1,186.0,1672,3226
1,187.0,1685,3231
1,188.0,1655,3240
1,189.0,1615,3275
1,190.0,1570,3282
1,191.0,1562,3315
1,192.0,1506,3284
1,193.0,1505,3310
1,194.0,1495,3311
1,195.0,1429,3310
1,196.0,1419,3261
1,197.0,1402,3245
1,198.0,1377,3226
1,199.0,1340,3186
1,200.0,1356,3150
