"run","tick","Wolf Count","Sheep Count"
1,1.0,10631,6814
1,2.0,11812,7216
1,3.0,13242,7584
1,4.0,14573,8004
1,5.0,16216,8324
1,6.0,17933,8558
1,7.0,19934,8707
1,8.0,22043,8796
1,9.0,24258,8963
1,10.0,26556,9202
1,11.0,28972,9484
1,12.0,31390,9850
1,13.0,33953,10270
1,14.0,36319,10773
1,15.0,38510,11378
1,16.0,40200,12070
1,17.0,41547,12837
1,18.0,42515,13646
1,19.0,43029,14530
1,20.0,42681,15553
1,21.0,41805,16729
1,22.0,40181,17936
1,23.0,37960,19281
1,24.0,35169,20726
1,25.0,31833,22251
1,26.0,28213,23904
1,27.0,24710,25658
1,28.0,21215,27334
1,29.0,18211,29181
1,30.0,15332,30882
1,31.0,13029,32622
1,32.0,11034,34297
1,33.0,9388,35662
1,34.0,8096,36974
1,35.0,7093,38066
1,36.0,6195,38842
1,37.0,5524,39201
1,38.0,4976,39366
1,39.0,4553,39139
1,40.0,4197,38594
1,41.0,3925,37655
1,42.0,3713,36602
1,43.0,3589,35073
1,44.0,3504,33247
1,45.0,3409,31569
1,46.0,3400,29805
1,47.0,3403,27933
1,48.0,3387,26093
1,49.0,3475,24322
1,50.0,3606,22421
1,51.0,3834,20545
1,52.0,4083,18910
1,53.0,4352,17425
1,54.0,4713,16018
1,55.0,5141,14752
1,56.0,5663,13663
1,57.0,6244,12660
1,58.0,6877,11709
1,59.0,7698,10811
1,60.0,8650,10111
1,61.0,9806,9479
1,62.0,11145,8963
1,63.0,12618,8536
1,64.0,14386,8215
1,65.0,16208,8000
1,66.0,18318,7875
1,67.0,20672,7868
1,68.0,23417,7891
1,69.0,26212,8058
1,70.0,29050,8280
1,71.0,31829,8537
1,72.0,34494,8790
1,73.0,36679,9183
1,74.0,38279,9761
1,75.0,39454,10424
1,76.0,39687,11085
1,77.0,39018,11878
1,78.0,37363,12745
1,79.0,34843,13620
1,80.0,32073,14577
1,81.0,29199,15553
1,82.0,26116,16541
1,83.0,23337,17569
1,84.0,20811,18720
1,85.0,18667,19819
1,86.0,16809,20878
1,87.0,15397,21852
1,88.0,14291,22898
1,89.0,13405,23823
1,90.0,12622,24618
1,91.0,12021,25394
1,92.0,11473,26077
1,93.0,11221,26607
1,94.0,10965,26960
1,95.0,10745,27218
1,96.0,10559,27553
1,97.0,10523,27696
1,98.0,10368,27744
1,99.0,10277,27761
1,100.0,10232,27808
1,101.0,10196,27581
1,102.0,10142,27497
1,103.0,10082,27225
1,104.0,10137,27015
1,105.0,10102,26725
1,106.0,10204,26495
1,107.0,10132,26145
1,108.0,10097,25688
1,109.0,10173,25326
1,110.0,10278,24923
1,111.0,10447,24526
1,112.0,10523,24152
1,113.0,10679,23760
1,114.0,10780,23477
1,115.0,10989,23156
1,116.0,11200,22706
1,117.0,11444,22407
1,118.0,11712,22098
1,119.0,11961,21826
1,120.0,12391,21574
1,121.0,12831,21272
1,122.0,13236,21152
1,123.0,13560,20969
1,124.0,13965,20819
1,125.0,14316,20738
1,126.0,14803,20704
1,127.0,15151,20721
1,128.0,15504,20664
1,129.0,15964,20669
1,130.0,16318,20829
1,131.0,16512,21131
1,132.0,16667,21286
1,133.0,16835,21632
1,134.0,16862,21893
1,135.0,16972,22173
1,136.0,16873,22691
1,137.0,16667,23097
1,138.0,16532,23616
1,139.0,16184,24045
1,140.0,15763,24499
1,141.0,15323,24804
1,142.0,14852,25237
1,143.0,14339,25739
1,144.0,13895,26229
1,145.0,13376,26659
1,146.0,12900,27042
1,147.0,12438,27177
1,148.0,11990,27343
1,149.0,11638,27582
1,150.0,11420,27644
1,151.0,11093,27711
1,152.0,10876,27526
1,153.0,10645,27523
1,154.0,10465,27394
1,155.0,10388,27158
1,156.0,10211,26951
1,157.0,10171,26688
1,158.0,10064,26399
1,159.0,9995,26047
1,160.0,10029,25638
1,161.0,10023,25106
1,162.0,10208,24631
1,163.0,10394,24060
1,164.0,10570,23608
1,165.0,10690,23141
1,166.0,10906,22650
1,167.0,11162,22275
1,168.0,11543,21883
1,169.0,11851,21557
1,170.0,12267,21299
1,171.0,12635,21062
1,172.0,13033,20768
1,173.0,13420,20657
1,174.0,13892,20443
1,175.0,14308,20389
1,176.0,14731,20181
1,177.0,15217,20250
1,178.0,15628,20311
1,179.0,15950,20455
1,180.0,16282,20684
1,181.0,16525,20743
1,182.0,16714,20839
1,183.0,16934,21087
1,184.0,17034,21380
1,185.0,17098,21638
1,186.0,17068,22125
1,187.0,16925,22530
1,188.0,16735,22867
1,189.0,16546,23241
1,190.0,16361,23797
1,191.0,16102,24165
1,192.0,15685,24565
1,193.0,15223,24917
1,194.0,14886,25408
1,195.0,14487,25731
1,196.0,13923,26170
1,197.0,13471,26470
1,198.0,13096,26813
1,199.0,12575,27079
1,200.0,12233,27195
