"run","tick","Wolf Count","Sheep Count"
1,1.0,1343,858
1,2.0,1478,905
1,3.0,1642,965
1,4.0,1809,1006
1,5.0,2036,1030
1,6.0,2275,1059
1,7.0,2547,1090
1,8.0,2783,1095
1,9.0,3078,1123
1,10.0,3373,1173
1,11.0,3688,1221
1,12.0,4014,1289
1,13.0,4285,1332
1,14.0,4572,1413
1,15.0,4813,1500
1,16.0,5034,1567
1,17.0,5148,1691
1,18.0,5243,1813
1,19.0,5290,1919
1,20.0,5186,2048
1,21.0,5030,2201
1,22.0,4729,2361
1,23.0,4437,2509
1,24.0,4027,2714
1,25.0,3689,2924
1,26.0,3189,3148
1,27.0,2747,3377
1,28.0,2379,3622
1,29.0,2082,3816
1,30.0,1801,4048
1,31.0,1572,4228
1,32.0,1345,4397
1,33.0,1143,4504
1,34.0,1006,4632
1,35.0,866,4721
1,36.0,811,4822
1,37.0,710,4918
1,38.0,649,4939
1,39.0,591,4917
1,40.0,566,4791
1,41.0,540,4642
1,42.0,503,4451
1,43.0,457,4320
1,44.0,451,4134
1,45.0,437,4017
1,46.0,436,3858
1,47.0,454,3600
1,48.0,477,3323
1,49.0,480,3107
1,50.0,494,2878
1,51.0,526,2676
1,52.0,555,2433
1,53.0,593,2274
1,54.0,635,2127
1,55.0,699,1981
1,56.0,777,1815
1,57.0,870,1667
1,58.0,985,1512
1,59.0,1087,1412
1,60.0,1214,1317
1,61.0,1340,1247
1,62.0,1505,1172
1,63.0,1708,1135
1,64.0,1909,1084
1,65.0,2132,1059
1,66.0,2416,1054
1,67.0,2688,1013
1,68.0,3003,1026
1,69.0,3372,1048
1,70.0,3687,1086
1,71.0,4015,1125
1,72.0,4275,1160
1,73.0,4476,1216
1,74.0,4684,1271
1,75.0,4768,1332
1,76.0,4770,1416
1,77.0,4639,1527
1,78.0,4402,1626
1,79.0,4095,1735
1,80.0,3765,1852
1,81.0,3403,1990
1,82.0,3051,2134
1,83.0,2748,2304
1,84.0,2484,2430
1,85.0,2256,2545
1,86.0,2043,2659
1,87.0,1832,2791
1,88.0,1711,2849
1,89.0,1588,2959
1,90.0,1513,3030
1,91.0,1467,3112
1,92.0,1412,3203
1,93.0,1408,3285
1,94.0,1386,3365
1,95.0,1364,3461
1,96.0,1329,3436
1,97.0,1318,3462
1,98.0,1314,3473
1,99.0,1285,3450
1,100.0,1289,3447
1,101.0,1280,3436
1,102.0,1255,3404
1,103.0,1235,3387
1,104.0,1241,3391
1,105.0,1291,3331
1,106.0,1302,3306
1,107.0,1319,3285
1,108.0,1318,3223
1,109.0,1310,3174
1,110.0,1320,3122
1,111.0,1308,3130
1,112.0,1324,3092
1,113.0,1348,2995
1,114.0,1362,2961
1,115.0,1371,2930
1,116.0,1349,2891
1,117.0,1356,2859
1,118.0,1382,2758
1,119.0,1430,2693
1,120.0,1441,2685
1,121.0,1459,2638
1,122.0,1512,2635
1,123.0,1566,2602
1,124.0,1619,2590
1,125.0,1703,2559
1,126.0,1761,2547
1,127.0,1803,2543
1,128.0,1885,2523
1,129.0,1938,2470
1,130.0,1990,2521
1,131.0,2020,2563
1,132.0,2081,2582
1,133.0,2108,2620
1,134.0,2191,2645
1,135.0,2195,2698
1,136.0,2201,2779
1,137.0,2191,2848
1,138.0,2119,2913
1,139.0,2073,2923
1,140.0,2075,2991
1,141.0,2013,3013
1,142.0,1917,3100
1,143.0,1833,3141
1,144.0,1770,3155
1,145.0,1724,3222
1,146.0,1655,3260
1,147.0,1591,3302
1,148.0,1535,3336
1,149.0,1454,3389
1,150.0,1445,3487
1,151.0,1404,3452
1,152.0,1358,3427
1,153.0,1319,3392
1,154.0,1283,3376
1,155.0,1235,3377
1,156.0,1210,3335
1,157.0,1172,3350
1,158.0,1183,3338
1,159.0,1210,3314
1,160.0,1222,3290
1,161.0,1212,3237
1,162.0,1203,3178
1,163.0,1194,3100
1,164.0,1195,3057
1,165.0,1222,2969
1,166.0,1257,2854
1,167.0,1295,2791
1,168.0,1312,2740
1,169.0,1323,2684
1,170.0,1345,2652
1,171.0,1411,2633
1,172.0,1469,2580
1,173.0,1493,2537
1,174.0,1561,2484
1,175.0,1649,2482
1,176.0,1702,2425
1,177.0,1771,2377
1,178.0,1843,2364
1,179.0,1939,2377
1,180.0,2023,2396
1,181.0,2077,2437
1,182.0,2126,2473
1,183.0,2154,2485
1,184.0,2195,2486
1,185.0,2207,2535
1,186.0,2218,2553
1,187.0,2255,2623
1,188.0,2219,2681
1,189.0,2246,2726
1,190.0,2257,2843
1,191.0,2197,2928
1,192.0,2173,2991
1,193.0,2158,3062
1,194.0,2144,3092
1,195.0,2083,3177
1,196.0,2014,3204
1,197.0,1924,3301
1,198.0,1843,3370
1,199.0,1716,3446
1,200.0,1635,3508
